scheduler, patronID, drinkName, execTime,arrivalTime, serviceStartTime, completionTime,waitingTime, responseTime, turnaroundTime, queueLevel
PRIORITY,27,B52,200,1778886598275,1778886598643,1778886598843,368,368,568,0
PRIORITY,24,White Wine,25,1778886598751,1778886598845,1778886598870,94,94,119,0
PRIORITY,26,Pina Colada,100,1778886598709,1778886598872,1778886598972,163,163,263,0
PRIORITY,27,Vodka shot,20,1778886598854,1778886598974,1778886598994,120,120,140,0
PRIORITY,28,Red Wine,25,1778886591131,1778886598996,1778886599021,7865,7865,7890,0
PRIORITY,29,White Wine,25,1778886591148,1778886599023,1778886599048,7875,7875,7900,0
PRIORITY,30,Margarita,75,1778886591150,1778886599050,1778886599125,7900,7900,7975,0
PRIORITY,26,Pina Colada,100,1778886599093,1778886599127,1778886599227,34,34,134,0
PRIORITY,29,Gin and Tonic,40,1778886599198,1778886599229,1778886599269,31,31,71,0
PRIORITY,30,Cosmopolitan,65,1778886599205,1778886599271,1778886599336,66,66,131,0
PRIORITY,31,B52,200,1778886591177,1778886599338,1778886599538,8161,8161,8361,0
PRIORITY,26,Vodka shot,20,1778886599347,1778886599540,1778886599560,193,193,213,0
PRIORITY,29,Draft Beer,50,1778886599379,1778886599562,1778886599612,183,183,233,0
PRIORITY,30,Mojito,75,1778886599386,1778886599614,1778886599689,228,228,303,0
PRIORITY,31,Tequila shot,20,1778886599548,1778886599691,1778886599711,143,143,163,0
PRIORITY,32,Draft Beer,50,1778886591214,1778886599713,1778886599763,8499,8499,8549,0
PRIORITY,31,Mojito,75,1778886599714,1778886599765,1778886599840,51,51,126,0
PRIORITY,30,Martini,60,1778886599799,1778886599841,1778886599902,42,42,103,0
PRIORITY,32,Tequila shot,20,1778886599863,1778886599903,1778886599923,40,40,60,0
PRIORITY,33,Pina Colada,100,1778886591215,1778886599925,1778886600025,8710,8710,8810,0
PRIORITY,30,White Wine,25,1778886600012,1778886600027,1778886600052,15,15,40,0
PRIORITY,31,Gin and Tonic,40,1778886599950,1778886600054,1778886600094,104,104,144,0
PRIORITY,32,Red Wine,25,1778886599927,1778886600096,1778886600122,169,169,195,0
PRIORITY,34,Margarita,75,1778886591308,1778886600123,1778886600199,8815,8815,8891,0
PRIORITY,33,Cosmopolitan,65,1778886600146,1778886600200,1778886600265,54,54,119,0
PRIORITY,30,Vodka shot,20,1778886600203,1778886600267,1778886600287,64,64,84,0
PRIORITY,31,B52,200,1778886600205,1778886600289,1778886600489,84,84,284,0
PRIORITY,32,Cosmopolitan,65,1778886600272,1778886600490,1778886600556,218,218,284,0
PRIORITY,31,Red Wine,25,1778886600499,1778886600557,1778886600582,58,58,83,0
PRIORITY,33,Tequila shot,20,1778886600315,1778886600584,1778886600604,269,269,289,0
PRIORITY,32,Mojito,75,1778886600606,1778886600606,1778886600681,0,0,75,0
PRIORITY,33,Vodka shot,20,1778886600608,1778886600683,1778886600703,75,75,95,0
PRIORITY,34,Vodka shot,20,1778886600279,1778886600705,1778886600725,426,426,446,0
PRIORITY,35,Bloody Mary,70,1778886591312,1778886600726,1778886600796,9414,9414,9484,0
PRIORITY,31,Pina Colada,100,1778886600733,1778886600798,1778886600898,65,65,165,0
PRIORITY,34,Vodka shot,20,1778886600728,1778886600900,1778886600920,172,172,192,0
PRIORITY,36,Red Wine,25,1778886591313,1778886600922,1778886600947,9609,9609,9634,0
PRIORITY,34,Pina Colada,100,1778886600923,1778886600949,1778886601049,26,26,126,0
PRIORITY,31,Pina Colada,100,1778886601019,1778886601051,1778886601151,32,32,132,0
PRIORITY,35,Vodka shot,20,1778886600947,1778886601153,1778886601173,206,206,226,0
PRIORITY,34,B52,200,1778886601169,1778886601174,1778886601375,5,5,206,0
PRIORITY,35,B52,200,1778886601176,1778886601376,1778886601576,200,200,400,0
PRIORITY,34,Tequila shot,20,1778886601385,1778886601578,1778886601598,193,193,213,0
PRIORITY,35,Martini,60,1778886601587,1778886601600,1778886601660,13,13,73,0
PRIORITY,34,Gin and Tonic,40,1778886601601,1778886601662,1778886601702,61,61,101,0
PRIORITY,36,Vodka shot,20,1778886601097,1778886601704,1778886601724,607,607,627,0
PRIORITY,37,Vodka shot,20,1778886591336,1778886601726,1778886601746,10390,10390,10410,0
PRIORITY,36,Pina Colada,100,1778886601727,1778886601748,1778886601848,21,21,121,0
PRIORITY,35,Bloody Mary,70,1778886601770,1778886601850,1778886601920,80,80,150,0
PRIORITY,37,Cider,25,1778886601749,1778886601922,1778886601947,173,173,198,0
PRIORITY,38,Cider,25,1778886591337,1778886601949,1778886601974,10612,10612,10637,0
PRIORITY,36,Mojito,75,1778886601969,1778886601976,1778886602051,7,7,82,0
PRIORITY,37,Tequila shot,20,1778886602047,1778886602052,1778886602073,5,5,26,0
PRIORITY,35,B52,200,1778886602070,1778886602074,1778886602274,4,4,204,0
PRIORITY,36,Beer,25,1778886602161,1778886602276,1778886602301,115,115,140,0
PRIORITY,37,White Wine,25,1778886602076,1778886602303,1778886602328,227,227,252,0
PRIORITY,38,B52,200,1778886602074,1778886602330,1778886602530,256,256,456,0
PRIORITY,37,Beer,25,1778886602479,1778886602532,1778886602557,53,53,78,0
PRIORITY,38,Tequila shot,20,1778886602540,1778886602559,1778886602579,19,19,39,0
PRIORITY,39,Martini,60,1778886591346,1778886602581,1778886602641,11235,11235,11295,0
PRIORITY,40,White Wine,25,1778886591361,1778886602643,1778886602668,11282,11282,11307,0
PRIORITY,37,Red Wine,25,1778886602657,1778886602670,1778886602695,13,13,38,0
PRIORITY,41,Vodka shot,20,1778886591365,1778886602697,1778886602717,11332,11332,11352,0
PRIORITY,42,Beer,25,1778886591369,1778886602719,1778886602744,11350,11350,11375,0
PRIORITY,43,Margarita,75,1778886591404,1778886602746,1778886602822,11342,11342,11418,0
PRIORITY,39,Beer,25,1778886602751,1778886602823,1778886602849,72,72,98,0
PRIORITY,40,Red Wine,25,1778886602818,1778886602850,1778886602876,32,32,58,0
PRIORITY,42,Mojito,75,1778886602845,1778886602877,1778886602952,32,32,107,0
PRIORITY,43,Martini,60,1778886602902,1778886602954,1778886603014,52,52,112,0
PRIORITY,44,B52,200,1778886591433,1778886603016,1778886603216,11583,11583,11783,0
PRIORITY,40,Cider,25,1778886603026,1778886603218,1778886603243,192,192,217,0
PRIORITY,42,Tequila shot,20,1778886603063,1778886603245,1778886603265,182,182,202,0
PRIORITY,43,Beer,25,1778886603125,1778886603267,1778886603292,142,142,167,0
PRIORITY,44,B52,200,1778886603226,1778886603294,1778886603494,68,68,268,0
PRIORITY,40,Bloody Mary,70,1778886603343,1778886603496,1778886603566,153,153,223,0
PRIORITY,44,B52,200,1778886603504,1778886603568,1778886603768,64,64,264,0
PRIORITY,40,Cosmopolitan,65,1778886603716,1778886603770,1778886603835,54,54,119,0
PRIORITY,44,Bloody Mary,70,1778886603778,1778886603837,1778886603907,59,59,129,0
PRIORITY,45,Pina Colada,100,1778886591447,1778886603909,1778886604009,12462,12462,12562,0
PRIORITY,46,B52,200,1778886591451,1778886604011,1778886604211,12560,12560,12760,0
PRIORITY,44,Red Wine,25,1778886604057,1778886604213,1778886604238,156,156,181,0
PRIORITY,45,Cider,25,1778886604129,1778886604239,1778886604265,110,110,136,0
PRIORITY,46,Margarita,75,1778886604221,1778886604266,1778886604342,45,45,121,0
PRIORITY,47,Margarita,75,1778886591456,1778886604343,1778886604418,12887,12887,12962,0
PRIORITY,44,Tequila shot,20,1778886604388,1778886604420,1778886604440,32,32,52,0
PRIORITY,45,Cider,25,1778886604365,1778886604442,1778886604467,77,77,102,0
PRIORITY,44,White Wine,25,1778886604443,1778886604469,1778886604494,26,26,51,0
PRIORITY,46,Gin and Tonic,40,1778886604422,1778886604496,1778886604536,74,74,114,0
PRIORITY,47,Bloody Mary,70,1778886604499,1778886604538,1778886604608,39,39,109,0
PRIORITY,45,Margarita,75,1778886604567,1778886604609,1778886604685,42,42,118,0
PRIORITY,46,Tequila shot,20,1778886604646,1778886604686,1778886604706,40,40,60,0
PRIORITY,48,Red Wine,25,1778886591465,1778886604708,1778886604733,13243,13243,13268,0
PRIORITY,46,Draft Beer,50,1778886604710,1778886604735,1778886604785,25,25,75,0
PRIORITY,45,Bloody Mary,70,1778886604765,1778886604786,1778886604856,21,21,91,0
PRIORITY,47,Bloody Mary,70,1778886604758,1778886604858,1778886604928,100,100,170,0
PRIORITY,46,Martini,60,1778886604885,1778886604930,1778886604990,45,45,105,0
PRIORITY,48,White Wine,25,1778886604883,1778886604992,1778886605017,109,109,134,0
PRIORITY,45,Margarita,75,1778886605007,1778886605019,1778886605094,12,12,87,0
PRIORITY,47,Vodka shot,20,1778886605078,1778886605096,1778886605116,18,18,38,0
PRIORITY,46,Gin and Tonic,40,1778886605100,1778886605118,1778886605158,18,18,58,0
PRIORITY,47,Bloody Mary,70,1778886605120,1778886605160,1778886605230,40,40,110,0
PRIORITY,45,Cosmopolitan,65,1778886605174,1778886605232,1778886605297,58,58,123,0
PRIORITY,46,Tequila shot,20,1778886605268,1778886605299,1778886605319,31,31,51,0
PRIORITY,48,Bloody Mary,70,1778886605167,1778886605321,1778886605391,154,154,224,0
PRIORITY,45,White Wine,25,1778886605347,1778886605393,1778886605418,46,46,71,0
PRIORITY,49,Red Wine,25,1778886591465,1778886605419,1778886605445,13954,13954,13980,0
PRIORITY,50,Vodka shot,20,1778886591472,1778886605446,1778886605466,13974,13974,13994,0
PRIORITY,51,Vodka shot,20,1778886591482,1778886605468,1778886605488,13986,13986,14006,0
PRIORITY,50,White Wine,25,1778886605470,1778886605490,1778886605515,20,20,45,0
PRIORITY,51,Vodka shot,20,1778886605492,1778886605517,1778886605537,25,25,45,0
PRIORITY,52,Martini,60,1778886591486,1778886605539,1778886605599,14053,14053,14113,0
PRIORITY,49,Vodka shot,20,1778886605595,1778886605601,1778886605621,6,6,26,0
PRIORITY,51,White Wine,25,1778886605540,1778886605623,1778886605648,83,83,108,0
PRIORITY,49,Tequila shot,20,1778886605624,1778886605650,1778886605670,26,26,46,0
PRIORITY,50,Gin and Tonic,40,1778886605666,1778886605672,1778886605712,6,6,46,0
PRIORITY,52,B52,200,1778886605710,1778886605714,1778886605914,4,4,204,0
PRIORITY,50,B52,200,1778886605822,1778886605916,1778886606116,94,94,294,0
PRIORITY,51,Tequila shot,20,1778886605798,1778886606117,1778886606138,319,319,340,0
PRIORITY,52,Vodka shot,20,1778886605924,1778886606139,1778886606160,215,215,236,0
PRIORITY,51,Gin and Tonic,40,1778886606141,1778886606161,1778886606201,20,20,60,0
PRIORITY,53,White Wine,25,1778886591491,1778886606203,1778886606228,14712,14712,14737,0
PRIORITY,54,Martini,60,1778886591521,1778886606230,1778886606290,14709,14709,14769,0
PRIORITY,55,Vodka shot,20,1778886591530,1778886606292,1778886606312,14762,14762,14782,0
PRIORITY,56,Cosmopolitan,65,1778886591530,1778886606314,1778886606379,14784,14784,14849,0
PRIORITY,53,Martini,60,1778886606379,1778886606381,1778886606441,2,2,62,0
PRIORITY,54,Vodka shot,20,1778886606400,1778886606443,1778886606463,43,43,63,0
PRIORITY,55,Margarita,75,1778886606315,1778886606465,1778886606540,150,150,225,0
PRIORITY,54,Gin and Tonic,40,1778886606466,1778886606541,1778886606581,75,75,115,0
PRIORITY,56,Vodka shot,20,1778886606429,1778886606583,1778886606603,154,154,174,0
PRIORITY,57,Cosmopolitan,65,1778886591531,1778886606605,1778886606670,15074,15074,15139,0
PRIORITY,56,Cider,25,1778886606606,1778886606672,1778886606697,66,66,91,0
PRIORITY,54,Mojito,75,1778886606692,1778886606699,1778886606774,7,7,82,0
PRIORITY,57,Gin and Tonic,40,1778886606720,1778886606775,1778886606815,55,55,95,0
PRIORITY,56,Margarita,75,1778886606797,1778886606817,1778886606892,20,20,95,0
PRIORITY,58,Red Wine,25,1778886591532,1778886606894,1778886606919,15362,15362,15387,0
PRIORITY,59,Tequila shot,20,1778886591535,1778886606920,1778886606940,15385,15385,15405,0
PRIORITY,57,Cider,25,1778886606925,1778886606942,1778886606967,17,17,42,0
PRIORITY,60,Gin and Tonic,40,1778886591537,1778886606969,1778886607009,15432,15432,15472,0
PRIORITY,61,Draft Beer,50,1778886591544,1778886607010,1778886607061,15466,15466,15517,0
PRIORITY,62,Margarita,75,1778886591552,1778886607062,1778886607137,15510,15510,15585,0
PRIORITY,57,Pina Colada,100,1778886607067,1778886607139,1778886607239,72,72,172,0
PRIORITY,58,Red Wine,25,1778886607069,1778886607240,1778886607266,171,171,197,0
PRIORITY,60,White Wine,25,1778886607119,1778886607267,1778886607292,148,148,173,0
PRIORITY,62,Cider,25,1778886607218,1778886607294,1778886607319,76,76,101,0
PRIORITY,63,Draft Beer,50,1778886591557,1778886607321,1778886607371,15764,15764,15814,0
PRIORITY,57,Cosmopolitan,65,1778886607359,1778886607373,1778886607438,14,14,79,0
PRIORITY,58,Vodka shot,20,1778886607416,1778886607439,1778886607459,23,23,43,0
PRIORITY,60,Beer,25,1778886607443,1778886607461,1778886607486,18,18,43,0
PRIORITY,58,Cider,25,1778886607463,1778886607488,1778886607513,25,25,50,0
PRIORITY,57,Martini,60,1778886607488,1778886607515,1778886607575,27,27,87,0
PRIORITY,62,Mojito,75,1778886607419,1778886607577,1778886607652,158,158,233,0
PRIORITY,58,Gin and Tonic,40,1778886607613,1778886607654,1778886607694,41,41,81,0
PRIORITY,57,Martini,60,1778886607685,1778886607696,1778886607756,11,11,71,0
PRIORITY,60,Gin and Tonic,40,1778886607586,1778886607758,1778886607798,172,172,212,0
PRIORITY,62,Draft Beer,50,1778886607762,1778886607799,1778886607849,37,37,87,0
PRIORITY,58,Cosmopolitan,65,1778886607804,1778886607851,1778886607916,47,47,112,0
PRIORITY,57,Vodka shot,20,1778886607866,1778886607917,1778886607938,51,51,72,0
PRIORITY,60,Mojito,75,1778886607908,1778886607939,1778886608014,31,31,106,0
PRIORITY,58,Draft Beer,50,1778886607966,1778886608016,1778886608066,50,50,100,0
PRIORITY,62,White Wine,25,1778886607950,1778886608068,1778886608093,118,118,143,0
PRIORITY,63,Cider,25,1778886607471,1778886608095,1778886608120,624,624,649,0
PRIORITY,64,Bloody Mary,70,1778886591574,1778886608121,1778886608192,16547,16547,16618,0
PRIORITY,58,Margarita,75,1778886608166,1778886608193,1778886608268,27,27,102,0
PRIORITY,60,Martini,60,1778886608125,1778886608270,1778886608330,145,145,205,0
PRIORITY,62,Tequila shot,20,1778886608243,1778886608331,1778886608352,88,88,109,0
PRIORITY,63,Cider,25,1778886608220,1778886608353,1778886608378,133,133,158,0
PRIORITY,62,Gin and Tonic,40,1778886608355,1778886608380,1778886608420,25,25,65,0
PRIORITY,64,Beer,25,1778886608342,1778886608422,1778886608447,80,80,105,0
PRIORITY,60,Gin and Tonic,40,1778886608440,1778886608449,1778886608489,9,9,49,0
PRIORITY,63,B52,200,1778886608479,1778886608490,1778886608690,11,11,211,0
PRIORITY,64,Cider,25,1778886608547,1778886608692,1778886608717,145,145,170,0
PRIORITY,65,Draft Beer,50,1778886591576,1778886608719,1778886608769,17143,17143,17193,0
PRIORITY,66,B52,200,1778886591599,1778886608770,1778886608971,17171,17171,17372,0
PRIORITY,64,Margarita,75,1778886608817,1778886608972,1778886609047,155,155,230,0
PRIORITY,65,Cosmopolitan,65,1778886608869,1778886609050,1778886609115,181,181,246,0
PRIORITY,66,Mojito,75,1778886608981,1778886609117,1778886609192,136,136,211,0
PRIORITY,64,Pina Colada,100,1778886609128,1778886609194,1778886609294,66,66,166,0
PRIORITY,65,Bloody Mary,70,1778886609165,1778886609295,1778886609366,130,130,201,0
PRIORITY,66,Draft Beer,50,1778886609302,1778886609367,1778886609417,65,65,115,0
PRIORITY,64,B52,200,1778886609414,1778886609419,1778886609619,5,5,205,0
PRIORITY,65,Cider,25,1778886609516,1778886609621,1778886609646,105,105,130,0
PRIORITY,64,Red Wine,25,1778886609629,1778886609648,1778886609673,19,19,44,0
PRIORITY,66,Tequila shot,20,1778886609518,1778886609674,1778886609695,156,156,177,0
PRIORITY,67,Cosmopolitan,65,1778886591606,1778886609696,1778886609761,18090,18090,18155,0
PRIORITY,68,Red Wine,25,1778886591614,1778886609763,1778886609789,18149,18149,18175,0
PRIORITY,69,B52,200,1778886591618,1778886609790,1778886609990,18172,18172,18372,0
PRIORITY,64,Margarita,75,1778886609823,1778886609992,1778886610068,169,169,245,0
PRIORITY,67,Tequila shot,20,1778886609812,1778886610069,1778886610090,257,257,278,0
PRIORITY,68,Margarita,75,1778886609939,1778886610091,1778886610166,152,152,227,0
PRIORITY,67,Tequila shot,20,1778886610093,1778886610168,1778886610188,75,75,95,0
PRIORITY,69,Draft Beer,50,1778886610001,1778886610190,1778886610240,189,189,239,0
PRIORITY,67,Pina Colada,100,1778886610191,1778886610242,1778886610342,51,51,151,0
PRIORITY,68,Cosmopolitan,65,1778886610247,1778886610344,1778886610409,97,97,162,0
PRIORITY,69,Tequila shot,20,1778886610340,1778886610411,1778886610431,71,71,91,0
PRIORITY,70,Cosmopolitan,65,1778886591619,1778886610433,1778886610498,18814,18814,18879,0
PRIORITY,67,Gin and Tonic,40,1778886610462,1778886610500,1778886610540,38,38,78,0
PRIORITY,68,Margarita,75,1778886610459,1778886610542,1778886610617,83,83,158,0
PRIORITY,69,White Wine,25,1778886610434,1778886610619,1778886610644,185,185,210,0
PRIORITY,70,Pina Colada,100,1778886610548,1778886610646,1778886610746,98,98,198,0
PRIORITY,68,Bloody Mary,70,1778886610697,1778886610748,1778886610818,51,51,121,0
PRIORITY,71,Red Wine,25,1778886591633,1778886610820,1778886610845,19187,19187,19212,0
PRIORITY,72,Bloody Mary,70,1778886591640,1778886610847,1778886610917,19207,19207,19277,0
PRIORITY,70,White Wine,25,1778886610866,1778886610918,1778886610943,52,52,77,0
PRIORITY,73,B52,200,1778886591650,1778886610945,1778886611145,19295,19295,19495,0
PRIORITY,70,Beer,25,1778886611094,1778886611147,1778886611172,53,53,78,0
PRIORITY,72,Red Wine,25,1778886611067,1778886611174,1778886611199,107,107,132,0
PRIORITY,73,Red Wine,25,1778886611155,1778886611201,1778886611226,46,46,71,0
PRIORITY,74,Beer,25,1778886591664,1778886611227,1778886611253,19563,19563,19589,0
PRIORITY,75,Martini,60,1778886591664,1778886611254,1778886611314,19590,19590,19650,0
PRIORITY,70,White Wine,25,1778886611272,1778886611316,1778886611341,44,44,69,0
PRIORITY,76,Bloody Mary,70,1778886591668,1778886611343,1778886611413,19675,19675,19745,0
PRIORITY,72,Draft Beer,50,1778886611349,1778886611415,1778886611465,66,66,116,0
PRIORITY,74,Red Wine,25,1778886611353,1778886611467,1778886611492,114,114,139,0
PRIORITY,77,Margarita,75,1778886591674,1778886611493,1778886611569,19819,19819,19895,0
PRIORITY,72,Tequila shot,20,1778886611565,1778886611570,1778886611590,5,5,25,0
PRIORITY,76,Bloody Mary,70,1778886611563,1778886611592,1778886611662,29,29,99,0
PRIORITY,72,Pina Colada,100,1778886611594,1778886611664,1778886611764,70,70,170,0
PRIORITY,74,Draft Beer,50,1778886611642,1778886611766,1778886611816,124,124,174,0
PRIORITY,76,Red Wine,25,1778886611813,1778886611818,1778886611843,5,5,30,0
PRIORITY,77,White Wine,25,1778886611649,1778886611845,1778886611870,196,196,221,0
PRIORITY,78,Tequila shot,20,1778886591694,1778886611872,1778886611892,20178,20178,20198,0
PRIORITY,72,Pina Colada,100,1778886611885,1778886611894,1778886611994,9,9,109,0
PRIORITY,74,White Wine,25,1778886611917,1778886611996,1778886612021,79,79,104,0
PRIORITY,76,Red Wine,25,1778886611994,1778886612022,1778886612048,28,28,54,0
PRIORITY,78,Margarita,75,1778886611895,1778886612049,1778886612124,154,154,229,0
PRIORITY,79,Bloody Mary,70,1778886591695,1778886612126,1778886612196,20431,20431,20501,0
PRIORITY,74,Pina Colada,100,1778886612171,1778886612198,1778886612298,27,27,127,0
PRIORITY,78,Cider,25,1778886612205,1778886612300,1778886612325,95,95,120,0
PRIORITY,80,B52,200,1778886591712,1778886612326,1778886612526,20614,20614,20814,0
PRIORITY,74,Beer,25,1778886612418,1778886612528,1778886612553,110,110,135,0
PRIORITY,78,Pina Colada,100,1778886612425,1778886612555,1778886612655,130,130,230,0
PRIORITY,79,Pina Colada,100,1778886612347,1778886612657,1778886612757,310,310,410,0
PRIORITY,81,Gin and Tonic,40,1778886591744,1778886612759,1778886612799,21015,21015,21055,0
PRIORITY,78,Pina Colada,100,1778886612776,1778886612801,1778886612901,25,25,125,0
PRIORITY,82,Margarita,75,1778886591753,1778886612903,1778886612978,21150,21150,21225,0
PRIORITY,81,Bloody Mary,70,1778886612910,1778886612980,1778886613050,70,70,140,0
PRIORITY,78,Margarita,75,1778886613021,1778886613051,1778886613127,30,30,106,0
PRIORITY,82,Vodka shot,20,1778886613058,1778886613129,1778886613149,71,71,91,0
PRIORITY,83,Bloody Mary,70,1778886591786,1778886613151,1778886613221,21365,21365,21435,0
PRIORITY,78,B52,200,1778886613207,1778886613223,1778886613423,16,16,216,0
PRIORITY,81,Gin and Tonic,40,1778886613200,1778886613425,1778886613465,225,225,265,0
PRIORITY,82,Red Wine,25,1778886613152,1778886613467,1778886613492,315,315,340,0
PRIORITY,83,Cosmopolitan,65,1778886613371,1778886613494,1778886613559,123,123,188,0
PRIORITY,84,Bloody Mary,70,1778886591792,1778886613561,1778886613631,21769,21769,21839,0
PRIORITY,83,B52,200,1778886613609,1778886613633,1778886613833,24,24,224,0
PRIORITY,84,Cosmopolitan,65,1778886613781,1778886613835,1778886613900,54,54,119,0
PRIORITY,83,Cider,25,1778886613843,1778886613902,1778886613927,59,59,84,0
PRIORITY,85,Vodka shot,20,1778886591794,1778886613929,1778886613949,22135,22135,22155,0
PRIORITY,86,White Wine,25,1778886591795,1778886613951,1778886613976,22156,22156,22181,0
PRIORITY,85,Cider,25,1778886613953,1778886613979,1778886614004,26,26,51,0
PRIORITY,87,Vodka shot,20,1778886591803,1778886614006,1778886614026,22203,22203,22223,0
PRIORITY,83,Draft Beer,50,1778886614028,1778886614028,1778886614078,0,0,50,0
PRIORITY,87,Red Wine,25,1778886614029,1778886614080,1778886614105,51,51,76,0
PRIORITY,85,Martini,60,1778886614104,1778886614107,1778886614167,3,3,63,0
PRIORITY,86,Red Wine,25,1778886614127,1778886614169,1778886614194,42,42,67,0
PRIORITY,83,Martini,60,1778886614178,1778886614196,1778886614256,18,18,78,0
PRIORITY,87,Martini,60,1778886614255,1778886614258,1778886614318,3,3,63,0
PRIORITY,85,Cosmopolitan,65,1778886614277,1778886614319,1778886614385,42,42,108,0
PRIORITY,86,Mojito,75,1778886614344,1778886614386,1778886614462,42,42,118,0
PRIORITY,85,B52,200,1778886614435,1778886614463,1778886614664,28,28,229,0
PRIORITY,86,Cosmopolitan,65,1778886614572,1778886614665,1778886614730,93,93,158,0
PRIORITY,85,Beer,25,1778886614674,1778886614732,1778886614757,58,58,83,0
PRIORITY,87,Draft Beer,50,1778886614428,1778886614759,1778886614809,331,331,381,0
PRIORITY,86,B52,200,1778886614781,1778886614811,1778886615011,30,30,230,0
PRIORITY,85,Bloody Mary,70,1778886614858,1778886615013,1778886615083,155,155,225,0
PRIORITY,86,Red Wine,25,1778886615022,1778886615085,1778886615110,63,63,88,0
PRIORITY,87,Mojito,75,1778886614910,1778886615112,1778886615187,202,202,277,0
PRIORITY,88,Margarita,75,1778886591817,1778886615189,1778886615264,23372,23372,23447,0
PRIORITY,85,Red Wine,25,1778886615234,1778886615266,1778886615291,32,32,57,0
PRIORITY,89,Martini,60,1778886591820,1778886615293,1778886615353,23473,23473,23533,0
PRIORITY,90,Margarita,75,1778886591828,1778886615355,1778886615430,23527,23527,23602,0
PRIORITY,91,B52,200,1778886591839,1778886615432,1778886615632,23593,23593,23793,0
PRIORITY,89,Cosmopolitan,65,1778886615463,1778886615634,1778886615699,171,171,236,0
PRIORITY,90,Draft Beer,50,1778886615510,1778886615701,1778886615751,191,191,241,0
PRIORITY,89,Cosmopolitan,65,1778886615749,1778886615753,1778886615818,4,4,69,0
PRIORITY,91,B52,200,1778886615642,1778886615820,1778886616020,178,178,378,0
PRIORITY,89,Mojito,75,1778886615868,1778886616022,1778886616097,154,154,229,0
PRIORITY,90,Vodka shot,20,1778886615851,1778886616099,1778886616119,248,248,268,0
PRIORITY,92,Draft Beer,50,1778886591853,1778886616121,1778886616171,24268,24268,24318,0
PRIORITY,90,Mojito,75,1778886616122,1778886616172,1778886616247,50,50,125,0
PRIORITY,93,Mojito,75,1778886591857,1778886616249,1778886616324,24392,24392,24467,0
PRIORITY,92,Martini,60,1778886616271,1778886616326,1778886616386,55,55,115,0
PRIORITY,94,Cider,25,1778886591858,1778886616388,1778886616413,24530,24530,24555,0
PRIORITY,95,Mojito,75,1778886591873,1778886616414,1778886616490,24541,24541,24617,0
PRIORITY,93,White Wine,25,1778886616435,1778886616491,1778886616516,56,56,81,0
PRIORITY,92,Pina Colada,100,1778886616496,1778886616518,1778886616618,22,22,122,0
PRIORITY,95,Cosmopolitan,65,1778886616600,1778886616620,1778886616685,20,20,85,0
PRIORITY,93,Gin and Tonic,40,1778886616667,1778886616686,1778886616727,19,19,60,0
PRIORITY,96,Pina Colada,100,1778886591880,1778886616728,1778886616828,24848,24848,24948,0
PRIORITY,92,Tequila shot,20,1778886616738,1778886616830,1778886616850,92,92,112,0
PRIORITY,93,White Wine,25,1778886616837,1778886616852,1778886616877,15,15,40,0
PRIORITY,92,Margarita,75,1778886616853,1778886616878,1778886616953,25,25,100,0
PRIORITY,95,Margarita,75,1778886616735,1778886616955,1778886617030,220,220,295,0
PRIORITY,93,Mojito,75,1778886617027,1778886617032,1778886617107,5,5,80,0
PRIORITY,92,Margarita,75,1778886617034,1778886617109,1778886617184,75,75,150,0
PRIORITY,95,Margarita,75,1778886617110,1778886617186,1778886617261,76,76,151,0
PRIORITY,96,Mojito,75,1778886616948,1778886617263,1778886617338,315,315,390,0
PRIORITY,92,Beer,25,1778886617264,1778886617340,1778886617365,76,76,101,0
PRIORITY,95,Cider,25,1778886617341,1778886617367,1778886617392,26,26,51,0
PRIORITY,97,Vodka shot,20,1778886591883,1778886617394,1778886617414,25511,25511,25531,0
PRIORITY,98,Gin and Tonic,40,1778886591900,1778886617416,1778886617456,25516,25516,25556,0
PRIORITY,96,Red Wine,25,1778886617448,1778886617458,1778886617483,10,10,35,0
PRIORITY,97,Martini,60,1778886617417,1778886617485,1778886617545,68,68,128,0
PRIORITY,95,Martini,60,1778886617492,1778886617547,1778886617607,55,55,115,0
PRIORITY,98,Tequila shot,20,1778886617566,1778886617609,1778886617629,43,43,63,0
PRIORITY,99,Beer,25,1778886591913,1778886617630,1778886617656,25717,25717,25743,0
PRIORITY,96,Bloody Mary,70,1778886617633,1778886617658,1778886617728,25,25,95,0
PRIORITY,95,Tequila shot,20,1778886617717,1778886617729,1778886617750,12,12,33,0
PRIORITY,97,Pina Colada,100,1778886617655,1778886617751,1778886617852,96,96,197,0
PRIORITY,95,Margarita,75,1778886617753,1778886617853,1778886617928,100,100,175,0
PRIORITY,96,Tequila shot,20,1778886617878,1778886617930,1778886617950,52,52,72,0
PRIORITY,98,Martini,60,1778886617632,1778886617952,1778886618012,320,320,380,0
PRIORITY,96,White Wine,25,1778886617954,1778886618014,1778886618039,60,60,85,0
PRIORITY,97,B52,200,1778886617972,1778886618041,1778886618242,69,69,270,0
PRIORITY,96,Draft Beer,50,1778886618190,1778886618243,1778886618294,53,53,104,0
PRIORITY,97,Red Wine,25,1778886618252,1778886618295,1778886618321,43,43,69,0
PRIORITY,98,White Wine,25,1778886618123,1778886618322,1778886618348,199,199,225,0
PRIORITY,99,B52,200,1778886617756,1778886618349,1778886618550,593,593,794,0
PRIORITY,98,Cider,25,1778886618498,1778886618551,1778886618577,53,53,79,0
