scheduler, patronID, drinkName, execTime,arrivalTime, serviceStartTime, completionTime,waitingTime, responseTime, turnaroundTime, queueLevel
PRIORITY,0,White Wine,25,1778882408750,1778882408756,1778882408781,6,6,31,0
PRIORITY,0,Cider,25,1778882408932,1778882408932,1778882408957,0,0,25,0
PRIORITY,1,Cider,25,1778882408974,1778882408974,1778882408999,0,0,25,0
PRIORITY,0,B52,200,1778882409058,1778882409058,1778882409258,0,0,200,0
PRIORITY,1,Tequila shot,20,1778882409099,1778882409260,1778882409280,161,161,181,0
PRIORITY,0,White Wine,25,1778882409269,1778882409282,1778882409307,13,13,38,0
PRIORITY,1,Martini,60,1778882409283,1778882409309,1778882409370,26,26,87,0
PRIORITY,2,Bloody Mary,70,1778882409173,1778882409372,1778882409442,199,199,269,0
PRIORITY,0,Red Wine,25,1778882409458,1778882409458,1778882409483,0,0,25,0
PRIORITY,1,Martini,60,1778882409480,1778882409485,1778882409545,5,5,65,0
PRIORITY,2,Beer,25,1778882409592,1778882409592,1778882409617,0,0,25,0
PRIORITY,0,Beer,25,1778882409633,1778882409633,1778882409659,0,0,26,0
PRIORITY,1,Gin and Tonic,40,1778882409656,1778882409661,1778882409701,5,5,45,0
PRIORITY,2,Mojito,75,1778882409718,1778882409718,1778882409793,0,0,75,0
PRIORITY,1,Margarita,75,1778882409811,1778882409811,1778882409886,0,0,75,0
PRIORITY,2,Beer,25,1778882409903,1778882409903,1778882409929,0,0,26,0
PRIORITY,1,Gin and Tonic,40,1778882409967,1778882409967,1778882410007,0,0,40,0
PRIORITY,3,Tequila shot,20,1778882410113,1778882410113,1778882410133,0,0,20,0
PRIORITY,1,Pina Colada,100,1778882410117,1778882410135,1778882410235,18,18,118,0
PRIORITY,3,B52,200,1778882410136,1778882410237,1778882410437,101,101,301,0
PRIORITY,3,White Wine,25,1778882410448,1778882410448,1778882410473,0,0,25,0
PRIORITY,3,Pina Colada,100,1778882410623,1778882410623,1778882410723,0,0,100,0
PRIORITY,4,Margarita,75,1778882410820,1778882410820,1778882410895,0,0,75,0
PRIORITY,3,Cider,25,1778882410844,1778882410897,1778882410922,53,53,78,0
PRIORITY,4,Martini,60,1778882410975,1778882410975,1778882411036,0,0,61,0
PRIORITY,3,Gin and Tonic,40,1778882411023,1778882411038,1778882411078,15,15,55,0
PRIORITY,3,Bloody Mary,70,1778882411188,1778882411188,1778882411259,0,0,71,0
PRIORITY,5,Pina Colada,100,1778882411426,1778882411426,1778882411526,0,0,100,0
PRIORITY,6,Draft Beer,50,1778882411602,1778882411602,1778882411652,0,0,50,0
PRIORITY,5,Gin and Tonic,40,1778882411646,1778882411654,1778882411694,8,8,48,0
PRIORITY,6,Bloody Mary,70,1778882411752,1778882411753,1778882411823,1,1,71,0
PRIORITY,7,Gin and Tonic,40,1778882411778,1778882411824,1778882411865,46,46,87,0
PRIORITY,6,White Wine,25,1778882411973,1778882411973,1778882411998,0,0,25,0
PRIORITY,7,White Wine,25,1778882411975,1778882412000,1778882412025,25,25,50,0
PRIORITY,8,Beer,25,1778882412112,1778882412112,1778882412137,0,0,25,0
PRIORITY,6,Beer,25,1778882412149,1778882412149,1778882412174,0,0,25,0
PRIORITY,7,Mojito,75,1778882412175,1778882412176,1778882412251,1,1,76,0
PRIORITY,8,Pina Colada,100,1778882412237,1778882412252,1778882412352,15,15,115,0
PRIORITY,6,Pina Colada,100,1778882412274,1778882412354,1778882412454,80,80,180,0
PRIORITY,9,Cosmopolitan,65,1778882412628,1778882412628,1778882412693,0,0,65,0
PRIORITY,9,B52,200,1778882412743,1778882412743,1778882412944,0,0,201,0
PRIORITY,9,Bloody Mary,70,1778882412954,1778882412954,1778882413024,0,0,70,0
PRIORITY,0,Beer,25,1778882429026,1778882429030,1778882429056,4,4,30,0
PRIORITY,0,White Wine,25,1778882429157,1778882429157,1778882429182,0,0,25,0
PRIORITY,1,Margarita,75,1778882429254,1778882429254,1778882429329,0,0,75,0
PRIORITY,0,B52,200,1778882429332,1778882429332,1778882429533,0,0,201,0
PRIORITY,1,Tequila shot,20,1778882429410,1778882429535,1778882429555,125,125,145,0
PRIORITY,1,Beer,25,1778882429558,1778882429558,1778882429584,0,0,26,0
PRIORITY,1,Cosmopolitan,65,1778882429684,1778882429684,1778882429749,0,0,65,0
PRIORITY,1,Draft Beer,50,1778882429800,1778882429800,1778882429850,0,0,50,0
PRIORITY,2,White Wine,25,1778882429838,1778882429851,1778882429877,13,13,39,0
PRIORITY,3,Pina Colada,100,1778882429901,1778882429901,1778882430001,0,0,100,0
PRIORITY,1,B52,200,1778882429950,1778882430003,1778882430203,53,53,253,0
PRIORITY,2,Beer,25,1778882430027,1778882430205,1778882430230,178,178,203,0
PRIORITY,1,Cosmopolitan,65,1778882430214,1778882430232,1778882430297,18,18,83,0
PRIORITY,3,Draft Beer,50,1778882430122,1778882430299,1778882430349,177,177,227,0
PRIORITY,1,White Wine,25,1778882430347,1778882430350,1778882430376,3,3,29,0
PRIORITY,4,Gin and Tonic,40,1778882429978,1778882430377,1778882430417,399,399,439,0
PRIORITY,5,White Wine,25,1778882430101,1778882430419,1778882430444,318,318,343,0
PRIORITY,3,White Wine,25,1778882430449,1778882430449,1778882430474,0,0,25,0
PRIORITY,6,Cosmopolitan,65,1778882430513,1778882430513,1778882430578,0,0,65,0
PRIORITY,4,Gin and Tonic,40,1778882430528,1778882430580,1778882430620,52,52,92,0
PRIORITY,5,Beer,25,1778882430594,1778882430622,1778882430647,28,28,53,0
PRIORITY,3,Mojito,75,1778882430625,1778882430649,1778882430724,24,24,99,0
PRIORITY,6,Gin and Tonic,40,1778882430629,1778882430726,1778882430766,97,97,137,0
PRIORITY,4,White Wine,25,1778882430731,1778882430767,1778882430792,36,36,61,0
PRIORITY,5,Martini,60,1778882430747,1778882430794,1778882430854,47,47,107,0
PRIORITY,3,Martini,60,1778882430834,1778882430856,1778882430916,22,22,82,0
PRIORITY,6,Pina Colada,100,1778882430876,1778882430918,1778882431018,42,42,142,0
PRIORITY,5,Draft Beer,50,1778882430965,1778882431019,1778882431070,54,54,105,0
PRIORITY,3,Vodka shot,20,1778882431026,1778882431071,1778882431091,45,45,65,0
PRIORITY,7,Red Wine,25,1778882431088,1778882431093,1778882431118,5,5,30,0
PRIORITY,3,Vodka shot,20,1778882431095,1778882431120,1778882431140,25,25,45,0
PRIORITY,6,Beer,25,1778882431138,1778882431141,1778882431166,3,3,28,0
PRIORITY,5,Tequila shot,20,1778882431170,1778882431170,1778882431190,0,0,20,0
PRIORITY,5,Cider,25,1778882431194,1778882431194,1778882431219,0,0,25,0
PRIORITY,5,Mojito,75,1778882431319,1778882431319,1778882431394,0,0,75,0
PRIORITY,8,Tequila shot,20,1778882431590,1778882431590,1778882431610,0,0,20,0
PRIORITY,8,Pina Colada,100,1778882431614,1778882431614,1778882431714,0,0,100,0
PRIORITY,9,Cosmopolitan,65,1778882431619,1778882431716,1778882431781,97,97,162,0
PRIORITY,9,White Wine,25,1778882431831,1778882431831,1778882431856,0,0,25,0
PRIORITY,8,Vodka shot,20,1778882431834,1778882431858,1778882431878,24,24,44,0
PRIORITY,8,Pina Colada,100,1778882431882,1778882431882,1778882431982,0,0,100,0
PRIORITY,0,Martini,60,1778882449655,1778882449660,1778882449720,5,5,65,0
PRIORITY,0,Bloody Mary,70,1778882449831,1778882449831,1778882449901,0,0,70,0
PRIORITY,0,White Wine,25,1778882450052,1778882450052,1778882450077,0,0,25,0
PRIORITY,0,Beer,25,1778882450227,1778882450227,1778882450253,0,0,26,0
PRIORITY,1,Vodka shot,20,1778882450264,1778882450264,1778882450284,0,0,20,0
PRIORITY,1,Mojito,75,1778882450287,1778882450287,1778882450362,0,0,75,0
PRIORITY,0,Cosmopolitan,65,1778882450353,1778882450364,1778882450429,11,11,76,0
PRIORITY,2,Draft Beer,50,1778882450344,1778882450431,1778882450481,87,87,137,0
PRIORITY,0,Cider,25,1778882450480,1778882450483,1778882450509,3,3,29,0
PRIORITY,1,Vodka shot,20,1778882450473,1778882450510,1778882450530,37,37,57,0
PRIORITY,1,Cider,25,1778882450534,1778882450534,1778882450559,0,0,25,0
PRIORITY,3,Red Wine,25,1778882450546,1778882450561,1778882450586,15,15,40,0
PRIORITY,2,Mojito,75,1778882450582,1778882450588,1778882450663,6,6,81,0
PRIORITY,0,Martini,60,1778882450609,1778882450665,1778882450725,56,56,116,0
PRIORITY,1,Cider,25,1778882450660,1778882450727,1778882450752,67,67,92,0
PRIORITY,3,Martini,60,1778882450737,1778882450754,1778882450814,17,17,77,0
PRIORITY,2,Gin and Tonic,40,1778882450773,1778882450816,1778882450856,43,43,83,0
PRIORITY,0,Tequila shot,20,1778882450836,1778882450858,1778882450879,22,22,43,0
PRIORITY,1,Margarita,75,1778882450853,1778882450880,1778882450955,27,27,102,0
PRIORITY,4,Gin and Tonic,40,1778882450822,1778882450957,1778882450997,135,135,175,0
PRIORITY,2,Margarita,75,1778882450967,1778882450999,1778882451074,32,32,107,0
PRIORITY,4,Vodka shot,20,1778882451108,1778882451108,1778882451128,0,0,20,0
PRIORITY,5,Mojito,75,1778882451125,1778882451130,1778882451205,5,5,80,0
PRIORITY,4,White Wine,25,1778882451131,1778882451207,1778882451232,76,76,101,0
PRIORITY,6,Pina Colada,100,1778882451159,1778882451234,1778882451334,75,75,175,0
PRIORITY,5,Beer,25,1778882451316,1778882451336,1778882451361,20,20,45,0
PRIORITY,4,Gin and Tonic,40,1778882451383,1778882451383,1778882451423,0,0,40,0
PRIORITY,6,Mojito,75,1778882451455,1778882451455,1778882451530,0,0,75,0
PRIORITY,5,Vodka shot,20,1778882451461,1778882451532,1778882451552,71,71,91,0
PRIORITY,4,Martini,60,1778882451533,1778882451554,1778882451614,21,21,81,0
PRIORITY,5,Beer,25,1778882451555,1778882451616,1778882451641,61,61,86,0
PRIORITY,6,Margarita,75,1778882451640,1778882451643,1778882451718,3,3,78,0
PRIORITY,4,Bloody Mary,70,1778882451724,1778882451724,1778882451794,0,0,70,0
PRIORITY,5,B52,200,1778882451741,1778882451796,1778882451996,55,55,255,0
PRIORITY,4,Cosmopolitan,65,1778882451945,1778882451998,1778882452064,53,53,119,0
PRIORITY,5,Bloody Mary,70,1778882452007,1778882452065,1778882452135,58,58,128,0
PRIORITY,6,White Wine,25,1778882451799,1778882452137,1778882452162,338,338,363,0
PRIORITY,5,Mojito,75,1778882452286,1778882452286,1778882452361,0,0,75,0
PRIORITY,6,Vodka shot,20,1778882452313,1778882452363,1778882452383,50,50,70,0
PRIORITY,6,Gin and Tonic,40,1778882452386,1778882452387,1778882452427,1,1,41,0
PRIORITY,5,Cider,25,1778882452471,1778882452472,1778882452497,1,1,26,0
PRIORITY,6,Pina Colada,100,1778882452537,1778882452537,1778882452637,0,0,100,0
PRIORITY,7,Beer,25,1778882452558,1778882452639,1778882452664,81,81,106,0
PRIORITY,7,Tequila shot,20,1778882452765,1778882452765,1778882452785,0,0,20,0
PRIORITY,7,Pina Colada,100,1778882452788,1778882452788,1778882452889,0,0,101,0
PRIORITY,7,Martini,60,1778882453009,1778882453009,1778882453069,0,0,60,0
PRIORITY,7,Draft Beer,50,1778882453180,1778882453180,1778882453230,0,0,50,0
PRIORITY,8,Vodka shot,20,1778882453262,1778882453262,1778882453282,0,0,20,0
PRIORITY,8,Mojito,75,1778882453285,1778882453285,1778882453361,0,0,76,0
PRIORITY,7,Martini,60,1778882453330,1778882453362,1778882453422,32,32,92,0
PRIORITY,8,Tequila shot,20,1778882453471,1778882453471,1778882453491,0,0,20,0
PRIORITY,8,Margarita,75,1778882453495,1778882453495,1778882453570,0,0,75,0
PRIORITY,7,Tequila shot,20,1778882453533,1778882453571,1778882453592,38,38,59,0
PRIORITY,8,Cider,25,1778882453650,1778882453650,1778882453675,0,0,25,0
PRIORITY,9,Red Wine,25,1778882454260,1778882454260,1778882454285,0,0,25,0
PRIORITY,9,White Wine,25,1778882454435,1778882454436,1778882454461,1,1,26,0
PRIORITY,9,B52,200,1778882454611,1778882454611,1778882454811,0,0,200,0
PRIORITY,9,Martini,60,1778882454822,1778882454822,1778882454882,0,0,60,0
PRIORITY,9,Gin and Tonic,40,1778882454992,1778882454992,1778882455033,0,0,41,0
PRIORITY,9,Mojito,75,1778882455143,1778882455143,1778882455218,0,0,75,0
PRIORITY,9,Vodka shot,20,1778882455328,1778882455329,1778882455349,1,1,21,0
PRIORITY,9,Pina Colada,100,1778882455352,1778882455352,1778882455452,0,0,100,0
PRIORITY,0,B52,200,1778882471475,1778882471481,1778882471681,6,6,206,0
PRIORITY,0,Tequila shot,20,1778882471692,1778882471713,1778882471733,21,21,41,0
PRIORITY,1,Draft Beer,50,1778882471711,1778882471735,1778882471785,24,24,74,0
PRIORITY,0,Martini,60,1778882471736,1778882471787,1778882471847,51,51,111,0
PRIORITY,2,White Wine,25,1778882471855,1778882471855,1778882471880,0,0,25,0
PRIORITY,1,Margarita,75,1778882471885,1778882471885,1778882471961,0,0,76,0
PRIORITY,2,Beer,25,1778882472030,1778882472030,1778882472055,0,0,25,0
PRIORITY,1,Draft Beer,50,1778882472041,1778882472058,1778882472108,17,17,67,0
PRIORITY,2,Gin and Tonic,40,1778882472156,1778882472156,1778882472196,0,0,40,0
PRIORITY,2,Tequila shot,20,1778882472306,1778882472307,1778882472327,1,1,21,0
PRIORITY,3,Beer,25,1778882472337,1778882472337,1778882472362,0,0,25,0
PRIORITY,4,Martini,60,1778882472394,1778882472394,1778882472454,0,0,60,0
PRIORITY,3,Tequila shot,20,1778882472462,1778882472462,1778882472483,0,0,21,0
PRIORITY,3,Margarita,75,1778882472486,1778882472486,1778882472561,0,0,75,0
PRIORITY,3,Margarita,75,1778882472642,1778882472642,1778882472717,0,0,75,0
PRIORITY,5,Martini,60,1778882473376,1778882473376,1778882473436,0,0,60,0
PRIORITY,5,Mojito,75,1778882473546,1778882473546,1778882473622,0,0,76,0
PRIORITY,5,White Wine,25,1778882473732,1778882473732,1778882473757,0,0,25,0
PRIORITY,5,Mojito,75,1778882473908,1778882473908,1778882473983,0,0,75,0
PRIORITY,5,Cosmopolitan,65,1778882474093,1778882474093,1778882474159,0,0,66,0
PRIORITY,5,Pina Colada,100,1778882474209,1778882474209,1778882474309,0,0,100,0
PRIORITY,6,Margarita,75,1778882474301,1778882474311,1778882474386,10,10,85,0
PRIORITY,7,Red Wine,25,1778882474334,1778882474388,1778882474413,54,54,79,0
PRIORITY,5,Vodka shot,20,1778882474430,1778882474430,1778882474450,0,0,20,0
PRIORITY,6,Margarita,75,1778882474466,1778882474466,1778882474542,0,0,76,0
PRIORITY,8,Cosmopolitan,65,1778882474479,1778882474543,1778882474609,64,64,130,0
PRIORITY,7,Red Wine,25,1778882474563,1778882474610,1778882474635,47,47,72,0
PRIORITY,6,Draft Beer,50,1778882474622,1778882474637,1778882474687,15,15,65,0
PRIORITY,8,Vodka shot,20,1778882474659,1778882474689,1778882474709,30,30,50,0
PRIORITY,9,Gin and Tonic,40,1778882474695,1778882474711,1778882474751,16,16,56,0
PRIORITY,7,Martini,60,1778882474786,1778882474786,1778882474846,0,0,60,0
PRIORITY,6,Pina Colada,100,1778882474788,1778882474848,1778882474948,60,60,160,0
PRIORITY,9,Tequila shot,20,1778882474861,1778882474950,1778882474970,89,89,109,0
PRIORITY,7,Pina Colada,100,1778882474956,1778882474971,1778882475072,15,15,116,0
PRIORITY,9,Cosmopolitan,65,1778882474973,1778882475073,1778882475138,100,100,165,0
PRIORITY,9,Bloody Mary,70,1778882475189,1778882475189,1778882475259,0,0,70,0
PRIORITY,7,Red Wine,25,1778882475192,1778882475261,1778882475286,69,69,94,0
PRIORITY,9,Cosmopolitan,65,1778882475409,1778882475409,1778882475475,0,0,66,0
PRIORITY,9,Pina Colada,100,1778882475525,1778882475525,1778882475625,0,0,100,0
PRIORITY,0,Martini,60,1778882493971,1778882493975,1778882494035,4,4,64,0
PRIORITY,1,Gin and Tonic,40,1778882494008,1778882494061,1778882494101,53,53,93,0
PRIORITY,0,Mojito,75,1778882494147,1778882494147,1778882494222,0,0,75,0
PRIORITY,1,Martini,60,1778882494211,1778882494224,1778882494284,13,13,73,0
PRIORITY,0,Pina Colada,100,1778882494332,1778882494332,1778882494433,0,0,101,0
PRIORITY,1,Martini,60,1778882494394,1778882494434,1778882494495,40,40,101,0
PRIORITY,0,Cosmopolitan,65,1778882494553,1778882494553,1778882494618,0,0,65,0
PRIORITY,1,Martini,60,1778882494605,1778882494620,1778882494680,15,15,75,0
PRIORITY,0,Vodka shot,20,1778882494669,1778882494682,1778882494702,13,13,33,0
PRIORITY,0,B52,200,1778882494706,1778882494706,1778882494906,0,0,200,0
PRIORITY,1,Pina Colada,100,1778882494791,1778882494908,1778882495008,117,117,217,0
PRIORITY,1,Red Wine,25,1778882495128,1778882495128,1778882495154,0,0,26,0
PRIORITY,1,Margarita,75,1778882495304,1778882495304,1778882495379,0,0,75,0
PRIORITY,2,White Wine,25,1778882495770,1778882495771,1778882495796,1,1,26,0
PRIORITY,3,Gin and Tonic,40,1778882495928,1778882495929,1778882495969,1,1,41,0
PRIORITY,2,Vodka shot,20,1778882495946,1778882495971,1778882495991,25,25,45,0
PRIORITY,3,White Wine,25,1778882496079,1778882496079,1778882496104,0,0,25,0
PRIORITY,3,Draft Beer,50,1778882496255,1778882496255,1778882496305,0,0,50,0
PRIORITY,3,Gin and Tonic,40,1778882496405,1778882496405,1778882496445,0,0,40,0
PRIORITY,3,B52,200,1778882496556,1778882496556,1778882496756,0,0,200,0
PRIORITY,3,B52,200,1778882496766,1778882496766,1778882496966,0,0,200,0
PRIORITY,4,Margarita,75,1778882496814,1778882496968,1778882497044,154,154,230,0
PRIORITY,3,Cider,25,1778882496977,1778882497046,1778882497071,69,69,94,0
PRIORITY,5,Tequila shot,20,1778882497096,1778882497097,1778882497117,1,1,21,0
PRIORITY,5,Bloody Mary,70,1778882497120,1778882497120,1778882497190,0,0,70,0
PRIORITY,3,Martini,60,1778882497171,1778882497192,1778882497252,21,21,81,0
PRIORITY,4,Red Wine,25,1778882497124,1778882497254,1778882497280,130,130,156,0
PRIORITY,5,Cosmopolitan,65,1778882497341,1778882497341,1778882497406,0,0,65,0
PRIORITY,4,White Wine,25,1778882497430,1778882497430,1778882497455,0,0,25,0
PRIORITY,5,Martini,60,1778882497456,1778882497457,1778882497517,1,1,61,0
PRIORITY,6,Pina Colada,100,1778882497440,1778882497519,1778882497619,79,79,179,0
PRIORITY,4,Red Wine,25,1778882497606,1778882497621,1778882497646,15,15,40,0
PRIORITY,5,White Wine,25,1778882497628,1778882497648,1778882497673,20,20,45,0
PRIORITY,7,Margarita,75,1778882497629,1778882497675,1778882497750,46,46,121,0
PRIORITY,6,Tequila shot,20,1778882497740,1778882497752,1778882497772,12,12,32,0
PRIORITY,8,B52,200,1778882497772,1778882497773,1778882497974,1,1,202,0
PRIORITY,5,Pina Colada,100,1778882497823,1778882497976,1778882498076,153,153,253,0
PRIORITY,6,Draft Beer,50,1778882497775,1778882498078,1778882498128,303,303,353,0
PRIORITY,7,Mojito,75,1778882497830,1778882498130,1778882498205,300,300,375,0
PRIORITY,8,Margarita,75,1778882497984,1778882498207,1778882498282,223,223,298,0
PRIORITY,6,Bloody Mary,70,1778882498228,1778882498283,1778882498354,55,55,126,0
PRIORITY,7,Margarita,75,1778882498315,1778882498355,1778882498430,40,40,115,0
PRIORITY,8,Red Wine,25,1778882498362,1778882498432,1778882498457,70,70,95,0
PRIORITY,9,Vodka shot,20,1778882498392,1778882498459,1778882498479,67,67,87,0
PRIORITY,9,Cider,25,1778882498482,1778882498482,1778882498508,0,0,26,0
PRIORITY,6,Martini,60,1778882498504,1778882498509,1778882498569,5,5,65,0
PRIORITY,7,White Wine,25,1778882498511,1778882498571,1778882498596,60,60,85,0
PRIORITY,8,Vodka shot,20,1778882498608,1778882498608,1778882498628,0,0,20,0
PRIORITY,8,Beer,25,1778882498631,1778882498631,1778882498656,0,0,25,0
PRIORITY,7,Margarita,75,1778882498747,1778882498747,1778882498822,0,0,75,0
PRIORITY,8,B52,200,1778882498757,1778882498824,1778882499024,67,67,267,0
PRIORITY,7,Pina Colada,100,1778882498902,1778882499025,1778882499126,123,123,224,0
PRIORITY,8,B52,200,1778882499034,1778882499127,1778882499327,93,93,293,0
PRIORITY,7,Margarita,75,1778882499246,1778882499329,1778882499404,83,83,158,0
PRIORITY,8,Red Wine,25,1778882499338,1778882499406,1778882499431,68,68,93,0
PRIORITY,7,Red Wine,25,1778882499484,1778882499484,1778882499510,0,0,26,0
PRIORITY,0,White Wine,25,1778882519081,1778882519087,1778882519113,6,6,32,0
PRIORITY,1,Cider,25,1778882519081,1778882519148,1778882519173,67,67,92,0
PRIORITY,2,Cider,25,1778882519223,1778882519223,1778882519248,0,0,25,0
PRIORITY,0,B52,200,1778882519264,1778882519264,1778882519464,0,0,200,0
PRIORITY,2,Tequila shot,20,1778882519349,1778882519466,1778882519486,117,117,137,0
PRIORITY,0,White Wine,25,1778882519474,1778882519488,1778882519513,14,14,39,0
PRIORITY,2,Martini,60,1778882519490,1778882519515,1778882519575,25,25,85,0
PRIORITY,3,Bloody Mary,70,1778882519458,1778882519577,1778882519648,119,119,190,0
PRIORITY,4,Red Wine,25,1778882519657,1778882519657,1778882519682,0,0,25,0
PRIORITY,0,Martini,60,1778882519664,1778882519684,1778882519744,20,20,80,0
PRIORITY,2,Beer,25,1778882519686,1778882519746,1778882519771,60,60,85,0
PRIORITY,3,Beer,25,1778882519798,1778882519798,1778882519823,0,0,25,0
PRIORITY,0,Gin and Tonic,40,1778882519855,1778882519855,1778882519895,0,0,40,0
PRIORITY,2,Mojito,75,1778882519872,1778882519897,1778882519972,25,25,100,0
PRIORITY,3,Beer,25,1778882519924,1778882519974,1778882519999,50,50,75,0
PRIORITY,5,Margarita,75,1778882519923,1778882520001,1778882520076,78,78,153,0
PRIORITY,2,Gin and Tonic,40,1778882520082,1778882520083,1778882520123,1,1,41,0
PRIORITY,3,Tequila shot,20,1778882520099,1778882520124,1778882520144,25,25,45,0
PRIORITY,6,Pina Colada,100,1778882520147,1778882520147,1778882520247,0,0,100,0
PRIORITY,2,Pina Colada,100,1778882520233,1778882520249,1778882520349,16,16,116,0
PRIORITY,3,B52,200,1778882520148,1778882520351,1778882520551,203,203,403,0
PRIORITY,5,White Wine,25,1778882520156,1778882520553,1778882520578,397,397,422,0
PRIORITY,3,Cider,25,1778882520562,1778882520581,1778882520606,19,19,44,0
PRIORITY,6,Margarita,75,1778882520368,1778882520608,1778882520683,240,240,315,0
PRIORITY,7,Martini,60,1778882520597,1778882520685,1778882520745,88,88,148,0
PRIORITY,3,Bloody Mary,70,1778882520706,1778882520747,1778882520817,41,41,111,0
PRIORITY,5,Pina Colada,100,1778882520729,1778882520819,1778882520919,90,90,190,0
PRIORITY,6,Draft Beer,50,1778882520763,1778882520921,1778882520972,158,158,209,0
PRIORITY,7,Gin and Tonic,40,1778882520856,1778882520973,1778882521013,117,117,157,0
PRIORITY,8,Gin and Tonic,40,1778882520701,1778882521015,1778882521055,314,314,354,0
PRIORITY,8,Bloody Mary,70,1778882521166,1778882521166,1778882521236,0,0,70,0
PRIORITY,9,Gin and Tonic,40,1778882521304,1778882521304,1778882521344,0,0,40,0
PRIORITY,10,White Wine,25,1778882521365,1778882521365,1778882521390,0,0,25,0
PRIORITY,8,White Wine,25,1778882521386,1778882521392,1778882521417,6,6,31,0
PRIORITY,11,Beer,25,1778882521414,1778882521419,1778882521444,5,5,30,0
PRIORITY,10,Beer,25,1778882521541,1778882521541,1778882521566,0,0,25,0
PRIORITY,8,Pina Colada,100,1778882521567,1778882521568,1778882521668,1,1,101,0
PRIORITY,10,Pina Colada,100,1778882521666,1778882521670,1778882521770,4,4,104,0
PRIORITY,11,Mojito,75,1778882521544,1778882521772,1778882521847,228,228,303,0
PRIORITY,8,B52,200,1778882521788,1778882521849,1778882522050,61,61,262,0
PRIORITY,10,Bloody Mary,70,1778882521890,1778882522051,1778882522122,161,161,232,0
PRIORITY,8,White Wine,25,1778882522060,1778882522123,1778882522149,63,63,89,0
PRIORITY,11,Draft Beer,50,1778882521957,1778882522150,1778882522201,193,193,244,0
PRIORITY,12,Cosmopolitan,65,1778882521709,1778882522203,1778882522268,494,494,559,0
PRIORITY,13,Martini,60,1778882521910,1778882522270,1778882522330,360,360,420,0
PRIORITY,8,White Wine,25,1778882522299,1778882522332,1778882522357,33,33,58,0
PRIORITY,11,Draft Beer,50,1778882522301,1778882522359,1778882522409,58,58,108,0
PRIORITY,12,Pina Colada,100,1778882522318,1778882522412,1778882522512,94,94,194,0
PRIORITY,11,Pina Colada,100,1778882522510,1778882522514,1778882522614,4,4,104,0
PRIORITY,14,Cosmopolitan,65,1778882522086,1778882522616,1778882522681,530,530,595,0
PRIORITY,12,Martini,60,1778882522632,1778882522683,1778882522743,51,51,111,0
PRIORITY,11,White Wine,25,1778882522734,1778882522745,1778882522770,11,11,36,0
PRIORITY,14,Vodka shot,20,1778882522731,1778882522772,1778882522792,41,41,61,0
PRIORITY,15,Draft Beer,50,1778882522262,1778882522794,1778882522844,532,532,582,0
PRIORITY,14,Bloody Mary,70,1778882522795,1778882522846,1778882522916,51,51,121,0
PRIORITY,12,Pina Colada,100,1778882522854,1778882522918,1778882523018,64,64,164,0
PRIORITY,11,Red Wine,25,1778882522920,1778882523020,1778882523045,100,100,125,0
PRIORITY,15,Gin and Tonic,40,1778882522944,1778882523046,1778882523087,102,102,143,0
PRIORITY,14,Draft Beer,50,1778882523066,1778882523088,1778882523138,22,22,72,0
PRIORITY,12,Beer,25,1778882523138,1778882523140,1778882523165,2,2,27,0
PRIORITY,16,White Wine,25,1778882522596,1778882523167,1778882523193,571,571,597,0
PRIORITY,17,Cider,25,1778882522999,1778882523195,1778882523220,196,196,221,0
PRIORITY,15,Vodka shot,20,1778882523197,1778882523222,1778882523242,25,25,45,0
PRIORITY,14,B52,200,1778882523239,1778882523244,1778882523444,5,5,205,0
PRIORITY,12,Red Wine,25,1778882523266,1778882523445,1778882523471,179,179,205,0
PRIORITY,14,Bloody Mary,70,1778882523454,1778882523472,1778882523543,18,18,89,0
PRIORITY,15,Martini,60,1778882523245,1778882523544,1778882523604,299,299,359,0
PRIORITY,16,Cosmopolitan,65,1778882523343,1778882523606,1778882523671,263,263,328,0
PRIORITY,12,Margarita,75,1778882523621,1778882523673,1778882523748,52,52,127,0
PRIORITY,15,Pina Colada,100,1778882523715,1778882523750,1778882523850,35,35,135,0
PRIORITY,12,Pina Colada,100,1778882523828,1778882523852,1778882523952,24,24,124,0
PRIORITY,16,Red Wine,25,1778882523721,1778882523954,1778882523979,233,233,258,0
PRIORITY,17,Tequila shot,20,1778882523320,1778882523981,1778882524001,661,661,681,0
PRIORITY,18,B52,200,1778882523112,1778882524003,1778882524203,891,891,1091,0
PRIORITY,16,Margarita,75,1778882524129,1778882524205,1778882524280,76,76,151,0
PRIORITY,17,Martini,60,1778882524004,1778882524282,1778882524342,278,278,338,0
PRIORITY,18,Bloody Mary,70,1778882524213,1778882524344,1778882524414,131,131,201,0
PRIORITY,19,B52,200,1778882523210,1778882524416,1778882524616,1206,1206,1406,0
PRIORITY,17,White Wine,25,1778882524453,1778882524618,1778882524643,165,165,190,0
PRIORITY,18,Cider,25,1778882524564,1778882524645,1778882524670,81,81,106,0
PRIORITY,19,Tequila shot,20,1778882524626,1778882524672,1778882524692,46,46,66,0
PRIORITY,17,Red Wine,25,1778882524793,1778882524793,1778882524819,0,0,26,0
PRIORITY,17,Martini,60,1778882524969,1778882524969,1778882525029,0,0,60,0
PRIORITY,17,Beer,25,1778882525139,1778882525139,1778882525165,0,0,26,0
